algorithm,precision,dims,iterations,s,nx,ny,nz,substrate_step,x_tile_size,init_time,time,std_dev
lstcsta,S,3,100,1,200,200,200,1,64,7,62338.66,262.9408762
lstcsta,S,3,100,1,200,200,200,1,64,7,62332.38,370.1825436
lstcsta,S,3,100,1,200,200,200,1,64,7,62285.54,69.27776267
lstcsta,S,3,100,1,100,100,100,1,64,3,13242.12,566.2202271
lstcsta,S,3,100,1,100,100,100,1,64,4,13137.06,65.58274468
lstcsta,S,3,100,1,100,100,100,1,64,4,13182.82,45.53139137
lstcsta,S,3,100,1,100,100,100,1,64,4,13135.94,42.04112748
lstcsta,S,3,100,1,100,100,100,1,64,4,13163.76,44.31909746
lstcsta,S,3,100,1,450,450,450,1,64,16,625963.18,873.6352715
lstcsta,S,3,100,1,450,450,450,1,64,18,628322.16,2228.167645
lstcsta,S,3,100,1,450,450,450,1,64,19,626321.26,1171.981379
lstcsta,S,3,100,1,450,450,450,1,64,19,614451.66,23758.26844
lstcsta,S,3,100,1,450,450,450,1,64,21,614449.76,5017.712557
lstcsta,S,3,100,1,256,256,256,1,64,8,134669.52,398.7849165
lstcsta,S,3,100,1,256,256,256,1,64,11,134661.86,115.4514634
lstcsta,S,3,100,1,256,256,256,1,64,10,134547.5,303.4914332
lstcsta,S,3,100,1,256,256,256,1,64,16,135299.46,2227.752618
lstcsta,S,3,100,1,256,256,256,1,64,11,134628.44,119.7128498
lstcsta,S,3,100,1,400,400,400,1,64,15,466873.94,1013.579428
lstcsta,S,3,100,1,400,400,400,1,64,18,467145.18,1910.957055
lstcsta,S,3,100,1,400,400,400,1,64,18,466748.98,932.262377
lstcsta,S,3,100,1,400,400,400,1,64,18,466979.94,2224.446155
lstcsta,S,3,100,1,400,400,400,1,64,18,456782.76,17856.49699
lstcsta,S,3,100,1,224,224,224,1,64,7,70103.38,429.526199
lstcsta,S,3,100,1,224,224,224,1,64,10,69905.6,89.52362817
lstcsta,S,3,100,1,224,224,224,1,64,12,70163.5,116.3304345
lstcsta,S,3,100,1,224,224,224,1,64,11,69938.98,396.0034086
lstcsta,S,3,100,1,224,224,224,1,64,9,69898.92,104.1506294
lstcsta,S,3,100,1,550,550,550,1,64,18,2029392.4,50846.9509
lstcsta,S,3,100,1,550,550,550,1,64,22,2014393.54,21064.6024
lstcsta,S,3,100,1,550,550,550,1,64,22,1737307.98,250319.5701
lstcsta,S,3,100,1,550,550,550,1,64,22,1989104,6971.155115
lstcsta,S,3,100,1,550,550,550,1,64,23,1601891.68,148097.2307
lstcsta,S,3,100,1,64,64,64,1,32,2,6269.1,315.1562311
lstcsta,S,3,100,1,64,64,64,1,32,5,6262.46,15.29864046
lstcsta,S,3,100,1,64,64,64,1,32,4,6268.1,24.26705586
lstcsta,S,3,100,1,64,64,64,1,32,4,6254.74,24.55508909
lstcsta,S,3,100,1,64,64,64,1,32,5,6269.68,30.45156154
lstcsta,S,3,100,1,500,500,500,1,32,18,1386115.94,17035.32458
lstcsta,S,3,100,1,500,500,500,1,32,21,1283354.48,136415.6386
lstcsta,S,3,100,1,500,500,500,1,32,20,1375213.56,4243.772379
lstcsta,S,3,100,1,500,500,500,1,32,20,1328930.74,121863.3695
lstcsta,S,3,100,1,500,500,500,1,32,21,1382887.42,14307.96144
lstcsta,S,3,100,1,1000,1000,1000,1,32,76,11581917.28,2079564.102
lstcsta,S,3,100,1,1000,1000,1000,1,32,39,14462608.2,3165782.578
